year,position,contains_dept_like_keyword
2023,Information Technology and Client Services Manager,0
2023,"General Manager, Waterloo Undergraduate Student Association",0
2023,"Associate Director, Prospect Research",0
2023,Professor,0
2023,"Associate Director, Policy and Program",0
2023,"Associate Vice-President, Health Initiatives",0
2023,Clinical Instructor,0
2023,"Associate Director, International Relations",0
2023,Research and Awards Development Officer,0
2023,Associate Professor,0
2023,Research Associate,0
2023,Associate Professor,0
2023,Assistant Professor,0
2023,"Librarian, Copyright and Licensing",0
2023,"Director, Admissions and Undergraduate Affairs",0
2023,"Professor, Renison University College",0
2023,Professor,0
2023,"Professor, Renison University College",0
2023,Network Support Specialist,0
2023,Professor,0
2023,Lecturer,0
2023,Information Technology Specialist,0
2023,Professor,0
2023,Professor,0
2023,Lecturer,0
2023,Academic Advisor,0
2023,Assistant Professor,0
2023,Professor,0
2023,"Regional Manager, Central West",0
2023,Associate Professor,0
2023,"Director, Centre for Extended Learning",1
2023,Laboratory Instructor,0
2023,Research Associate,0
2023,Lecturer,0
2023,Lecturer,0
2023,"Senior Manager, Data Analytics and Reporting",0
2023,"Senior Manager, Evaluation and Accountability",0
2023,"Librarian, Liaison",0
2023,"Associate Director, Advancement",0
2023,Lecturer,0
2023,Professor,0
2023,Lecturer,0
2023,"Associate Professor, Renison University College",0
2023,"Associate Vice-President, Graduate Studies and Postdoctoral Affairs",0
2023,"Associate Director, Advancement",0
2023,Assistant Professor,0
2023,Lecturer,0
2023,"Director, Research Finance",0
2023,"Account Manager, East",0
2023,"Director, Management Reporting and Budgets",0
2023,Information Systems Specialist,0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Lecturer,0
2023,Admissions Systems Solutions Architect,0
2023,Associate Professor,0
2023,"Director, Student Success",0
2023,"Director, Faculty Relations and Planning",1
2023,Professor,0
2023,Lecturer,0
2023,Associate Professor,0
2023,Associate Professor,0
2023,"Manager, Client Services and Supply Hub",0
2023,Associate Professor,0
2023,Professor,0
2023,Lecturer,0
2023,Assistant Professor,0
2023,Assistant Professor,0
2023,Lecturer,0
2023,Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,Professor,0
2023,Information Systems Specialist,0
2023,Professor,0
2023,Associate Professor,0
2023,Associate University Librarian,0
2023,Research Associate,0
2023,Associate Professor,0
2023,"Manager, Systems Development and Operations",0
2023,Professor,0
2023,Computing Consultant,0
2023,Professor,0
2023,Professor,0
2023,Professor,0
2023,Professor,0
2023,Information Systems Specialist,0
2023,Professor,0
2023,"Associate Director, Centre for Work-Integrated Learning",1
2023,Associate Professor,0
2023,Associate Professor,0
2023,Systems Integration Specialist,0
2023,"Director, Business Operations",0
2023,Science Technology Transfer Manager,0
2023,"Associate Registrar, Enrolment Services and Academic Policy",0
2023,Professor,0
2023,"Regional Manager, Central East",0
2023,Professor,0
2023,Professor,0
2023,"Head, Information Services and Resources",0
2023,Associate Professor,0
2023,"Associate Director, Mathematics Advancement",0
2023,Associate Professor,0
2023,Professor Emeritus,0
2023,"Senior Manager, Integrated Communications",0
2023,"Executive Officer, Information Systems and Technology",0
2023,Engineering Instructional Support Tutor,0
2023,"Director, Strategic Initiatives and Integrated Planning",0
2023,Information Systems Specialist,0
2023,Professor,0
2023,Professor,0
2023,"Director, Procurement and Contract Services",0
2023,"Director, Sexual Violence Prevention and Response",0
2023,"Assistant Director, English Language Institute, Renison University College",1
2023,Associate Professor,0
2023,"Director, Communities and Climate, Canadian Water Network",0
2023,"Senior Manager, Student Services",0
2023,Professor,0
2023,Associate Professor,0
2023,Research Associate,0
2023,"Laboratory Instructor, Software Specialist",0
2023,"Director, Funding Agencies and Non-Profit Sponsors",0
2023,Counsellor,0
2023,Professor,0
2023,"Director, Inclusive Communications",0
2023,Associate Professor,0
2023,Professor,0
2023,Professor,0
2023,Assistant Professor,0
2023,"Executive Director, Velocity",0
2023,"Director, Marketing and Communications",0
2023,Associate Professor,0
2023,"Director, Undergraduate Operations",0
2023,Professor,0
2023,"Associate Director, Major and Principal Giving",0
2023,"Manager, Student Information System",0
2023,Professor,0
2023,"Director, Equity, Diversity and Inclusion in Research, International and Commercialization",0
2023,"Professor, Renison University College",0
2023,Assistant Professor,0
2023,Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,Research Associate,0
2023,"Account Manager, Central East",0
2023,Professor,0
2023,Associate Professor,0
2023,Lecturer,0
2023,"Chief Executive Officer, Canadian Water Network",0
2023,"Director, Finance, Conrad Grebel University College",0
2023,"Manager, Safety Abroad",0
2023,Professor,0
2023,Professor,0
2023,"Director, Marketing and Communications",0
2023,Associate Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Professor,0
2023,Information Systems Specialist,0
2023,"Manager, Residence Life",0
2023,Lecturer,0
2023,"Supervisor,Technology Integrated Services",0
2023,Associate Professor,0
2023,Professor,0
2023,Professor,0
2023,"Associate Professor, Renison University College",0
2023,Professor,0
2023,Lecturer,0
2023,"Administrative Officer, Psychology",0
2023,Lecturer,0
2023,"Manager, Online Learning",0
2023,Lecturer,0
2023,Associate Professor,0
2023,"Senior Manager, Research Finance",0
2023,Senior Development Officer,0
2023,"Lab Director, Research and Special Projects",0
2023,"Professor, Renison University College",0
2023,Associate Professor,0
2023,Instructional Support Coordinator,0
2023,Professor,0
2023,"Educational Developer, Faculty Programs and Consulting",1
2023,Professor,0
2023,Professor,0
2023,"Manager, Information Technology",0
2023,Lecturer,0
2023,Professor,0
2023,"Director, Information Technology and Facilities Services",0
2023,Professor,0
2023,"Manager, Presentation Services",0
2023,"Manager, Human Resources Partners",0
2023,Lecturer,0
2023,"Associate Director, Volunteer Engagement and Events, Alumni Relations",0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Lecturer,0
2023,"Director, Employment Relations",0
2023,Associate Professor,0
2023,Assistant Professor,0
2023,Professor,0
2023,Professor,0
2023,"Managing Director, Youth and Innovation Project",0
2023,Associate Professor,0
2023,Lecturer,0
2023,"Vice-President, Research and International",0
2023,Associate Professor,0
2023,"Manager, Engineering RoboHub",0
2023,"Director, GreenHouse, United College",0
2023,Assistant Professor,0
2023,Assistant Professor,0
2023,Lecturer,0
2023,Lecturer,0
2023,Information Technology Specialist,0
2023,Professor,0
2023,"Presentation Technologies, Senior Systems Expert",0
2023,Associate Professor,0
2023,"Manager, Undergraduate Awards",0
2023,Lecturer,0
2023,Professor,0
2023,Lecturer,0
2023,"Associate Vice-President, Academic",0
2023,Associate Professor,0
2023,Lecturer,0
2023,Professor,0
2023,Assistant Professor,0
2023,Associate Professor,0
2023,Research Associate,0
2023,Assistant Chief Stationary Engineer,0
2023,"Director, Velocity Campus Innovation",0
2023,Professor,0
2023,Entrepreneur in Residence,0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Information Systems Specialist,0
2023,"Director, Engineering Research",0
2023,Professor,0
2023,Material Characterization Specialist,0
2023,Systems Integration Specialist,0
2023,"Director, Infrastructure and Technical Resources",0
2023,Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,"Associate University Librarian, Administration and Strategic Initiatives",0
2023,Associate Professor,0
2023,"Librarian, Geospatial Data Services",0
2023,Professor,0
2023,Associate Professor,0
2023,Assistant Professor,0
2023,Lecturer,0
2023,"Vice-President, Advancement",0
2023,Associate Professor,0
2023,"Senior Manager, Scientific Outreach",0
2023,"Associate Vice-President, Marketing and Brand Strategy",0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Associate Professor,0
2023,"Supervisor, Building Services",0
2023,"Manager, Web and Digital Communication",0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Associate Professor,0
2023,"Associate Director, Community Relations and Events",0
2023,Associate Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,"Associate Director, Work-Learn Institute",1
2023,Research Assistant Professor,0
2023,Associate Professor,0
2023,Professor,0
2023,Lecturer,0
2023,"Director, Mapping Analysis and Design",0
2023,"Project Director, Flood Impacts, Carbon Pricing and Ecosystem Sustainability",0
2023,Professor,0
2023,"Senior Alumni Officer, Outreach",0
2023,Professor,0
2023,Associate Professor,0
2023,Lecturer,0
2023,Associate Professor,0
2023,"Associate Vice-President, Interdisciplinary Research",0
2023,"Director, Human Resources Operations and Systems",0
2023,Lecturer,0
2023,Lecturer,0
2023,Professor,0
2023,Associate Professor,0
2023,Professor,0
2023,"Instructor, Biology",0
2023,Electronic Hardware Specialist,0
2023,Associate Professor,0
2023,Assistant Professor,0
2023,Lecturer,0
2023,"Head Coach, Women's Volleyball",0
2023,Lecturer,0
2023,Professor,0
2023,Professor,0
2023,"Manager, Marketing and Communications",0
2023,"Administrative Officer, School of Architecture",1
2023,"Director, External Relations and Communications, Renison University College",0
2023,Assistant Professor,0
2023,Assistant Professor,0
2023,Associate Professor,0
2023,"Regional Manager, West",0
2023,Information Technology Specialist,0
2023,Lecturer,0
2023,Lecturer,0
2023,"Manager, Environmental Geochemistry Laboratory",0
2023,Professor,0
2023,"Executive Director, Facilities",0
2023,Professor,0
2023,Professor,0
2023,"Director, Food Services",0
2023,Professor,0
2023,Professor,0
2023,"Associate Director, Online Learning Design",0
2023,"Regional Manager, Central West",0
2023,"Director, Centre for Teaching Excellence",1
2023,Assistant Professor,0
2023,"Director, Media Relations and Issues Management",0
2023,Professor,0
2023,Associate Professor,0
2023,Lecturer,0
2023,"Director, Engineering Computing",0
2023,Staff Optometrist,0
2023,Lecturer,0
2023,Associate Professor,0
2023,"Director, Conflict Management and Human Rights",0
2023,Professor,0
2023,Associate Professor,0
2023,Micro and Nanofabrication Process Specialist/Engineer,0
2023,Assistant Professor,0
2023,Professor,0
2023,"Director, Home Flood Protection, Intact Centre on Climate Adaptation",1
2023,"Learning and Development Specialist, Onboarding",0
2023,"Managing Director, Climate Resilient Infrastructure",0
2023,Professor,0
2023,Assistant Professor,0
2023,"Director, Work-Integrated Learning Programs",0
2023,Professor,0
2023,Assistant Professor,0
2023,Associate Professor,0
2023,"Manager, Learning and Development",0
2023,Faculty Relations Manager,1
2023,Information Systems Specialist,0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Associate Professor,0
2023,"Head, Intact Centre on Climate Adaptation",1
2023,Research Analyst,0
2023,Professor,0
2023,Assistant Professor,0
2023,"Business Developer, Employment Relations",0
2023,Professor,0
2023,Professor,0
2023,Lecturer,0
2023,Associate Professor,0
2023,Professor,0
2023,Professor,0
2023,"Associate Vice-President, Academic Operations",0
2023,"Librarian, Liaison",0
2023,Professor,0
2023,"Senior Manager, Institutional Research",0
2023,Associate Professor,0
2023,Business Systems Analyst,0
2023,Associate Professor,0
2023,Professor,0
2023,Assistant Professor,0
2023,Laboratory Instructor,0
2023,"Manager, Graduate Student and Postdoctoral Fellow Programs",0
2023,"Director, Strategic Initiatives",0
2023,"Administrative Officer, School of Optometry and Vision Science",1
2023,"President and Vice-Chancellor, Renison University College",0
2023,Associate Professor,0
2023,"Director, Instructional Technologies and Media Services",0
2023,Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,"Manager, Mechanical Engineering",0
2023,Professor,0
2023,Professor,0
2023,"Program Director, Transformative Quantum Technologies",0
2023,Lecturer,0
2023,Lecturer,0
2023,Lecturer,0
2023,"Associate Professor, Renison University College",0
2023,Associate Professor,0
2023,Professor,0
2023,"Director, Strategic Initiatives",0
2023,Assistant Professor,0
2023,Professor,0
2023,Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,"Administrative Officer, School of Computer Science",1
2023,Employee Career Advisor and Learning Specialist,0
2023,"Dean, Environment",0
2023,Lecturer,0
2023,Information Systems Specialist,0
2023,"Professor, United College",0
2023,Professor,0
2023,Professor,0
2023,Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,"Associate Professor, Conrad Grebel University College",0
2023,Information Systems Specialist,0
2023,Research Associate,0
2023,Associate Professor,0
2023,"​Senior Manager, Work-Integrated Learning, Curriculum",0
2023,Information Systems Specialist,0
2023,"Director, Executive Communications",0
2023,"Head, Collection Development",0
2023,Associate Professor,0
2023,Associate Professor,0
2023,"Administrative Officer, Office of the President",0
2023,Assistant Professor,0
2023,Assistant Professor,0
2023,Lecturer,0
2023,Instructor and Undergraduate Laboratory Manager,0
2023,Associate Professor,0
2023,"Director, Information Systems",0
2023,Professor,0
2023,Systems Integration Specialist,0
2023,Associate Professor,0
2023,Technical Manager,0
2023,Professor,0
2023,Professor,0
2023,"Manager, Mobility and Learning",0
2023,Associate Professor,0
2023,Lecturer,0
2023,Professor,0
2023,Assistant Professor,0
2023,Lecturer,0
2023,"Laboratory Manager, Nanotechnology",0
2023,Professor,0
2023,Associate Professor,0
2023,Professor,0
2023,Lecturer,0
2023,"Associate Professor, Renison University College",0
2023,Professor,0
2023,Nanofabrication and Characterization Scientist,0
2023,Procurement Specialist,0
2023,"Dean, Mathematics",0
2023,Lecturer,0
2023,"Manager, Interuniversity Athletics",0
2023,"Manager, Course Materials",0
2023,Systems Integration Specialist,0
2023,"Associate Vice-President, Innovation",0
2023,"Executive Director, Campus Wellness",0
2023,"Administrative Officer, Strategy and Operations",0
2023,"Director, AccessAbility Services",0
2023,"Manager, Research Information Systems",0
2023,"Executive Officer, Academic",0
2023,Professor,0
2023,Associate Professor,0
2023,"Managing Director, Interdisciplinary Centre on Climate Change",1
2023,Professor,0
2023,Professor,0
2023,"Manager, Media and Studio Labs",0
2023,Professor,0
2023,"Head, Digital Initiatives",0
2023,"Managing Director, Waterloo Advanced Manufacturing Consortium",0
2023,President,0
2023,Systems Integration Specialist,0
2023,Research Assistant Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,Professor,0
2023,Organic Chemistry Instructor,0
2023,"Administrative Officer, Secretariat",0
2023,Professor,0
2023,Professor,0
2023,Systems Integration Specialist,0
2023,Information Systems Specialist,0
2023,Professor,0
2023,Associate Professor,0
2023,Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,Professor,0
2023,"Director, Creative Studio",0
2023,Associate Professor,0
2023,"Associate Director, Marketing and Digital Sales",0
2023,Professor,0
2023,Lecturer,0
2023,"Manager, Finance and Budgets",0
2023,Research Assistant Professor,0
2023,"Associate Professor, Conrad Grebel University College",0
2023,"Library Information Technology Specialist, Developer",0
2023,Information Technology Specialist,0
2023,Research Associate,0
2023,Electronics Technician,0
2023,Information Technology Specialist,0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Associate University Secretary,0
2023,"Associate Director, Business Operations",0
2023,Research Professor,0
2023,Professor,0
2023,Lecturer,0
2023,Lecturer,0
2023,Professor,0
2023,Assistant Professor,0
2023,Institutional Analyst,0
2023,Assistant Professor,0
2023,Professor,0
2023,"Associate Director, Advancement, School of Accounting and Finance",1
2023,"Manager, Laboratory",0
2023,"Laboratory Manager, Environmental Isotope Lab",0
2023,Professor,0
2023,Lecturer,0
2023,Professor,0
2023,Professor,0
2023,"Head, Information Services and Resources",0
2023,Professor,0
2023,Associate Professor,0
2023,Senior Chemical Mechanical Systems Designer,0
2023,Associate Professor,0
2023,Lecturer,0
2023,"Associate Vice-President, Chief Financial Officer",0
2023,"Executive Administrator, Budgeting and Planning",0
2023,Associate Professor,0
2023,Assistant Professor,0
2023,Professor,0
2023,Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,Clinical Lecturer,0
2023,Legal Counsel,0
2023,President Emeritus,0
2023,Lecturer,0
2023,Professor,0
2023,Professor,0
2023,Controller,0
2023,"Manager, Design Services",0
2023,"Assistant Director, Immigration and Visa Services",0
2023,Professor,0
2023,"Associate Director, Research Partnerships",0
2023,"Professor, Renison University College",0
2023,Lecturer,0
2023,"Archivist, Librarian, Conrad Grebel University College",0
2023,Associate Professor,0
2023,Professor,0
2023,Assistant Professor,0
2023,Lecturer,0
2023,Professor,0
2023,Associate Professor,0
2023,"Associate Director, First Year Engineering",0
2023,"Assistant Director, Operations",0
2023,"Account Manager, Central East",0
2023,Lecturer,0
2023,Information Systems Specialist,0
2023,Professor,0
2023,Assistant Professor,0
2023,"Senior Manager, Evaluation and Accountability",0
2023,Assistant Professor,0
2023,Professor,0
2023,Professor,0
2023,Professor,0
2023,Lecturer,0
2023,Professor,0
2023,Assistant Professor,0
2023,Assistant Professor,0
2023,Associate Professor,0
2023,Professor,0
2023,"Director, Student Service Centre",1
2023,"Director, Centre for Peace Advancement, Conrad Grebel University College",1
2023,Professor,0
2023,Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,"Executive Manager, Co-operative and Experiential Education",0
2023,"Director, Systems",0
2023,Visiting Scholar,0
2023,Professor,0
2023,"Manager, Information Services",0
2023,"Manager, Financial Reporting",0
2023,Assistant Professor,0
2023,Sessional Instructor,0
2023,Associate Professor,0
2023,Associate Professor,0
2023,"Director, Equity",0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Project Manager,0
2023,"Manager, Technology Integrated",0
2023,Lecturer,0
2023,Professor,0
2023,Professor,0
2023,Materials Engineering Technician,0
2023,"Associate University Librarian, Collections, Technology and Scholarly Communication",0
2023,"Director, Program Development, Canadian Water Network",0
2023,Professor,0
2023,Associate Professor,0
2023,Project Manager,0
2023,Associate Professor,0
2023,Professor,0
2023,Chief Human Resources Officer,0
2023,"Senior Scientist, Electron Beam Lithography",0
2023,"Associate Director, Centre for Teaching Excellence",1
2023,Lecturer,0
2023,Associate Professor,0
2023,Professor,0
2023,Interun Strength and Conditioning Coach,0
2023,Associate Professor,0
2023,"Director, Total Rewards",0
2023,Stationary Engineer Third Class,0
2023,Associate Professor,0
2023,"Dean, Science",0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Lecturer,0
2023,"Manager, Online Learning",0
2023,Professor,0
2023,Assistant Professor,0
2023,Assistant Professor,0
2023,Assistant Professor,0
2023,High Performance Computing Specialist,0
2023,Professor,0
2023,Lecturer,0
2023,Professor,0
2023,Professor,0
2023,Professor,0
2023,"Manager, Research",0
2023,Associate Professor,0
2023,"Counsellor, Crisis and Resource Support",0
2023,Associate Professor,0
2023,Lecturer,0
2023,"Senior Director, Planning Design and Construction",0
2023,Professor,0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Lecturer,0
2023,Information Technology Specialist,0
2023,Lecturer,0
2023,Associate Professor,0
2023,Librarian,0
2023,Lecturer,0
2023,"Associate Director, Infrastructure Development",0
2023,Lecturer,0
2023,Associate Professor,0
2023,Lecturer,0
2023,Professor,0
2023,"Assistant Director, Resident Facilities",0
2023,Professor,0
2023,Research Associate,0
2023,Professor,0
2023,Professor,0
2023,Lecturer,0
2023,"Director, Commercialization",0
2023,Professor,0
2023,"Librarian, Liaison",0
2023,Professor,0
2023,Stationary Engineer Second Class,0
2023,Associate Professor,0
2023,Associate Professor,0
2023,"Director, International Strategic Initiatives",0
2023,Assistant Professor,0
2023,"Director, Print and Retail Solutions",0
2023,Assistant Professor,0
2023,Professor,0
2023,Professor,0
2023,Assistant Professor,0
2023,Lecturer,0
2023,Lecturer,0
2023,Professor,0
2023,"Manager, Research Communications",0
2023,Professor,0
2023,"Associate Registrar, Admission",0
2023,Investigator,0
2023,Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,"Senior Manager, Research Finance",0
2023,Associate Professor,0
2023,Assistant Professor,0
2023,Professor,0
2023,Assistant Professor,0
2023,"Associate Vice-President, Engagement",0
2023,Professor,0
2023,Associate Professor,0
2023,Assistant Professor,0
2023,"Associate Registrar, Admission",0
2023,"Associate Vice-President, Research and International Management Services",0
2023,"Executive Director, Cooperative Education",0
2023,Lecturer,0
2023,Information Systems Specialist,0
2023,"Director, Infrastructure and Safety",0
2023,Lecturer,0
2023,Professor,0
2023,Professor,0
2023,"Director, Student Awards and Financial Aid",0
2023,"Manager, Media Relations",0
2023,"Associate Director, Library, Equity, Diversity, Inclusion and Access",0
2023,Associate Professor,0
2023,"Director, Research Ethics",0
2023,Counsellor,0
2023,"Associate Director, Digital Learning Production",0
2023,Research Associate,0
2023,Assistant Professor,0
2023,Assistant Professor,0
2023,Lecturer,0
2023,Assistant Professor,0
2023,Associate Professor,0
2023,Assistant Professor,0
2023,Lecturer,0
2023,"Executive Director, Southern Ontario Water Consortium",0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Assistant Professor,0
2023,Professor,0
2023,Professor,0
2023,Professor,0
2023,"Associate Vice-President, Commercialization and Entrepreneurship",0
2023,Professor,0
2023,Associate Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,"Administrative Officer, Centre for Education in Math and Computing",1
2023,Associate Professor,0
2023,"Administrative Officer, Engineering Dean's Office",0
2023,Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,"Executive Director, Office of the President",0
2023,"Manager, Data, Integration and Analytics",0
2023,Professor,0
2023,Associate Professor,0
2023,Sessional Instructor,0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Systems Integration Specialist,0
2023,Professor,0
2023,"Librarian, Liaison",0
2023,Professor,0
2023,Professor,0
2023,Assistant Professor,0
2023,"Director, Health Startups",0
2023,Professor,0
2023,Associate Professor,0
2023,"Manager, Immigration Consulting",0
2023,"Associate Provost, Integrated Planning and Budgeting",0
2023,Faculty Relations Manager,1
2023,"Instructor, Instructional Support Group",0
2023,Business Systems Analyst,0
2023,Assistant Professor,0
2023,"Director, Lifelong Learning",0
2023,Associate Professor,0
2023,Assistant Professor,0
2023,Assistant Professor,0
2023,Assistant Professor,0
2023,Assistant Professor,0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Associate Professor,0
2023,"Account Manager, Toronto West",0
2023,Professor,0
2023,Assistant Professor,0
2023,Professor,0
2023,Lecturer,0
2023,Associate Professor,0
2023,"Executive Officer, Office of the Registrar",0
2023,Associate Professor,0
2023,"Director, Strategy and Operations",0
2023,Lecturer,0
2023,Assistant Professor,0
2023,"Shift Supervisor, Sergeant",0
2023,Professor,0
2023,Lecturer,0
2023,Professor,0
2023,"Manager, Fabrication Lab",0
2023,"Administrative Officer, Psychology",0
2023,Associate Professor,0
2023,Lecturer,0
2023,Lecturer,0
2023,"Director, Financial Systems and Controls",0
2023,Professor,0
2023,"Manager, Payments and Expense Accounting",0
2023,Associate Professor,0
2023,Lecturer,0
2023,"Senior Manager, Funding Agencies and Non-profit Sponsors",0
2023,Laboratory Director,0
2023,"Lecturer, Renison University College",0
2023,Professor,0
2023,Business Developer and Industry Strategist,0
2023,"Director, Advancement Strategy, Principal Gifts",0
2023,Lecturer,0
2023,"Manager, Web Development",0
2023,Associate Professor,0
2023,Professor,0
2023,Systems Integration Specialist,0
2023,Professor,0
2023,Associate Professor,0
2023,Assistant Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Professor,0
2023,"Waterloo Ventures Director, Innovation and Special Projects",0
2023,Associate Professor,0
2023,Associate Professor,0
2023,"Senior Manager, Research Finance",0
2023,Professor,0
2023,Professor,0
2023,Lecturer,0
2023,Information Systems Specialist,0
2023,Professor,0
2023,"Associate Director, Undergraduate Services",0
2023,Electrical Engineer,0
2023,"Assistant Director, Housing Occupancy and Marketing Services",0
2023,Associate Professor,0
2023,Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,"Director, Advancement, Faculty of Environment",1
2023,Professor,0
2023,"Senior Manager, Interdisciplinary and Health",0
2023,"Supervisor, Laboratory Instructor",0
2023,"Instructor, Analytical Laboratory",0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Professor,0
2023,"Regional Manager, Central West",0
2023,"Director, Marketing and Recruitment, Renison University College",0
2023,Assistant Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,Counsellor,0
2023,Project Manager,0
2023,Lecturer,0
2023,Research Process Specialist,0
2023,Information Technology Specialist,0
2023,Patrol Officer,0
2023,"Administrative Officer, Biology",0
2023,Professor,0
2023,Professor,0
2023,Lecturer,0
2023,Assistant Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Associate Professor,0
2023,"Assistant Professor, Conrad Grebel University College",0
2023,Business Systems Analyst,0
2023,Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Assistant Professor,0
2023,Information Technology Specialist,0
2023,"Manager, Technical Resources",0
2023,Professor,0
2023,Professor,0
2023,Professor,0
2023,Professor,0
2023,Professor,0
2023,Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,Professor,0
2023,"Associate Professor, Renison University College",0
2023,Lecturer,0
2023,Design Engineer,0
2023,Assistant Professor,0
2023,Associate Professor,0
2023,Faculty Financial Officer,1
2023,Professor,0
2023,Professor,0
2023,Professor,0
2023,Professor,0
2023,Lecturer,0
2023,"Associate Director, Products",0
2023,"Director, Advancement",0
2023,Professor,0
2023,"Senior Educational Developer, Integrative and Experiential Learning",0
2023,"Dean, Health",0
2023,Professor,0
2023,Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Assistant Professor,0
2023,Lecturer,0
2023,Assistant Professor,0
2023,Assistant Professor,0
2023,"Professor, Renison University College",0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Counsellor,0
2023,"Shift Supervisor, Sergeant",0
2023,"Associate Professor, Renison University College",0
2023,Professor,0
2023,"Senior Manager, Integrated Communications",0
2023,Assistant Professor,0
2023,"Supervisor, Fleet and Vehicle Maintenance",0
2023,"Senior Director, Energy and Infrastructure",0
2023,"Manager, Corporate Research Partnerships",0
2023,Assistant Professor,0
2023,"Manager, Compensation",0
2023,Associate Professor,0
2023,Assistant Professor,0
2023,Professor,0
2023,Assistant Professor,0
2023,Clinical Lecturer,0
2023,Professor,0
2023,Assistant Professor,0
2023,Associate Professor,0
2023,Lecturer,0
2023,"Director, Math Undergraduate Office",0
2023,Technology Transfer Officer,0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Assistant Professor,0
2023,Associate Professor,0
2023,Assistant Professor,0
2023,Assistant Professor,0
2023,"Executive Officer, Faculty of Arts",1
2023,Associate Professor,0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Assistant Professor,0
2023,Associate Professor,0
2023,Information Systems Specialist,0
2023,Lecturer,0
2023,Professor,0
2023,Professor,0
2023,"Specialist, Geographic Information Systems",0
2023,Associate Professor,0
2023,"Program Director, School of Anatomy",1
2023,Associate Professor,0
2023,Institutional Analyst,0
2023,Information Technology Specialist,0
2023,"Associate Director, Graduate Admissions",0
2023,Professor,0
2023,Associate Professor,0
2023,Lecturer,0
2023,Assistant Professor,0
2023,Assistant Professor,0
2023,"Director, Strategic Research",0
2023,Associate Professor,0
2023,Associate Professor,0
2023,Post Doctoral Fellow,0
2023,Lecturer,0
2023,Associate Professor,0
2023,"Director, Systems, Technology, and Analytics",0
2023,Financial Reporting and Institutional Analyst,0
2023,Professor,0
2023,Assistant Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,Assistant Professor,0
2023,Network Support Specialist,0
2023,Project Manager,0
2023,Professor,0
2023,Lecturer,0
2023,Associate Professor,0
2023,Professor,0
2023,Assistant Professor,0
2023,Lecturer,0
2023,Professor,0
2023,Professor,0
2023,Associate Professor,0
2023,Lecturer,0
2023,"Associate Vice-President, Communications",0
2023,"Experiential Coordinator, Patient Care Rotations",0
2023,Professor,0
2023,Information Systems Specialist,0
2023,Professor,0
2023,Associate Professor,0
2023,"Associate Professor, Chair, Renison University College",0
2023,Professor,0
2023,Senior Computing Consultant,0
2023,"Senior Manager, Research Data Analytics",0
2023,Professor,0
2023,Associate Professor,0
2023,"Executive Officer, Faculty of Health",1
2023,"Administrative Officer, Mechanical and Mechatronics Engineering",0
2023,Lecturer,0
2023,Associate Professor,0
2023,"Director, Advancement, Conrad Grebel University College",0
2023,Assistant Professor,0
2023,Associate Professor,0
2023,Assistant Professor,0
2023,Information Systems Specialist,0
2023,"Manager, Online Learning",0
2023,Lecturer,0
2023,"Manager, Computer Systems and Support",0
2023,Lecturer,0
2023,Systems Integration Specialist,0
2023,Professor,0
